Make,AccidentArea,MonthClaimed,Sex,MaritalStatus,Age,Fault,PolicyType,VehicleCategory,VehiclePrice,DriverRating,Days_Policy_Accident,Days_Policy_Claim,PastNumberOfClaims,AgeOfVehicle,AgeOfPolicyHolder,PoliceReportFiled,WitnessPresent,NumberOfCars,Year,BasePolicy,FraudFound_P
Toyota,Urban,Aug,Male,Married,51,Third Party,Sedan - Collision,Sedan,20000 to 29000,1,more than 30,more than 30,2 to 4,7 years,41 to 50,No,No,1 vehicle,1995,Collision,0
Mazda,Urban,Aug,Female,Single,34,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,4,more than 30,more than 30,1,6 years,31 to 35,No,No,1 vehicle,1995,Collision,0
Mercury,Urban,Jan,Male,Single,41,Third Party,Sedan - All Perils,Sedan,more than 69000,4,more than 30,more than 30,2 to 4,more than 7,36 to 40,No,No,1 vehicle,1995,All Perils,0
Chevrolet,Urban,Aug,Male,Married,41,Policy Holder,Sedan - Collision,Sedan,30000 to 39000,2,more than 30,more than 30,1,7 years,36 to 40,No,No,1 vehicle,1995,Collision,0
Pontiac,Urban,Aug,Male,Married,23,Third Party,Sedan - Collision,Sedan,20000 to 29000,2,more than 30,more than 30,2 to 4,6 years,26 to 30,No,No,1 vehicle,1995,Collision,0
Chevrolet,Urban,Jul,Male,Married,60,Policy Holder,Sedan - All Perils,Sedan,20000 to 29000,3,more than 30,more than 30,none,more than 7,51 to 65,No,No,1 vehicle,1995,All Perils,0
Honda,Rural,Jan,Male,Married,32,Policy Holder,Sport - Collision,Sport,more than 69000,3,more than 30,more than 30,none,7 years,31 to 35,No,No,2 vehicles,1995,Collision,1
Honda,Urban,Jul,Male,Married,44,Third Party,Sedan - All Perils,Sedan,20000 to 29000,2,more than 30,more than 30,1,more than 7,36 to 40,No,No,1 vehicle,1995,All Perils,0
Mazda,Urban,Jul,Male,Married,53,Policy Holder,Sedan - Collision,Sedan,30000 to 39000,1,more than 30,more than 30,none,more than 7,41 to 50,No,No,1 vehicle,1995,Collision,0
Toyota,Urban,Jun,Male,Married,64,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,4,more than 30,more than 30,2 to 4,more than 7,51 to 65,No,No,1 vehicle,1995,Collision,0
Accura,Urban,Jun,Male,Married,65,Third Party,Sedan - All Perils,Sedan,20000 to 29000,2,more than 30,more than 30,1,more than 7,51 to 65,No,No,1 vehicle,1995,All Perils,0
Ford,Urban,Jun,Male,Single,30,Third Party,Sedan - Liability,Sport,30000 to 39000,2,more than 30,more than 30,2 to 4,7 years,31 to 35,No,No,1 vehicle,1995,Liability,0
Mazda,Urban,May,Male,Married,40,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,2,more than 30,more than 30,1,7 years,36 to 40,No,No,3 to 4,1995,Collision,0
Chevrolet,Urban,May,Male,Married,56,Policy Holder,Sedan - Liability,Sport,40000 to 59000,3,more than 30,more than 30,2 to 4,more than 7,51 to 65,No,No,1 vehicle,1995,Liability,0
Pontiac,Urban,May,Male,Single,49,Third Party,Sedan - All Perils,Sedan,20000 to 29000,1,more than 30,more than 30,1,more than 7,41 to 50,No,No,1 vehicle,1995,All Perils,0
Toyota,Urban,May,Male,Married,33,Policy Holder,Sedan - All Perils,Sedan,20000 to 29000,1,more than 30,more than 30,none,7 years,31 to 35,No,No,1 vehicle,1995,All Perils,0
Accura,Urban,May,Male,Married,49,Policy Holder,Sedan - All Perils,Sedan,30000 to 39000,3,more than 30,more than 30,2 to 4,more than 7,41 to 50,No,No,1 vehicle,1995,All Perils,0
Mazda,Urban,Jun,Female,Single,26,Third Party,Sedan - Collision,Sedan,more than 69000,4,more than 30,more than 30,2 to 4,7 years,31 to 35,No,No,1 vehicle,1995,Collision,0
Pontiac,Urban,May,Male,Married,38,Third Party,Sedan - Liability,Sport,20000 to 29000,1,more than 30,more than 30,1,7 years,36 to 40,No,No,1 vehicle,1995,Liability,0
Honda,Rural,May,Male,Married,42,Policy Holder,Sedan - Liability,Sport,20000 to 29000,3,more than 30,more than 30,more than 4,7 years,36 to 40,No,No,1 vehicle,1995,Liability,0
Toyota,Urban,Apr,Male,Married,51,Third Party,Sedan - Collision,Sedan,20000 to 29000,1,more than 30,more than 30,none,more than 7,41 to 50,No,No,1 vehicle,1995,Collision,0
Mazda,Urban,Apr,Male,Married,28,Policy Holder,Sedan - Liability,Sport,20000 to 29000,2,more than 30,more than 30,2 to 4,6 years,31 to 35,No,No,1 vehicle,1995,Liability,0
Honda,Urban,Mar,Male,Married,32,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,4,more than 30,more than 30,2 to 4,6 years,31 to 35,No,No,1 vehicle,1995,Collision,0
Pontiac,Urban,Mar,Male,Married,29,Policy Holder,Sedan - Collision,Sedan,30000 to 39000,4,more than 30,more than 30,none,6 years,31 to 35,No,No,1 vehicle,1995,Collision,0
Honda,Urban,Dec,Male,Married,53,Third Party,Sedan - Collision,Sedan,30000 to 39000,4,more than 30,more than 30,1,7 years,41 to 50,No,No,1 vehicle,1995,Collision,0
Toyota,Urban,Nov,Male,Single,24,Policy Holder,Sedan - Liability,Sport,more than 69000,3,more than 30,more than 30,none,2 years,26 to 30,No,No,1 vehicle,1995,Liability,0
Toyota,Urban,Jan,Male,Married,35,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,4,more than 30,more than 30,none,7 years,31 to 35,No,No,1 vehicle,1995,Collision,0
Pontiac,Urban,Nov,Male,Married,31,Policy Holder,Sedan - Liability,Sport,20000 to 29000,1,more than 30,more than 30,none,4 years,31 to 35,No,No,2 vehicles,1995,Liability,0
Mazda,Urban,Oct,Male,Married,56,Policy Holder,Sedan - Liability,Sport,30000 to 39000,1,more than 30,more than 30,none,more than 7,51 to 65,No,No,1 vehicle,1995,Liability,0
Pontiac,Rural,Oct,Male,Single,32,Third Party,Sedan - All Perils,Sedan,20000 to 29000,3,more than 30,more than 30,none,6 years,31 to 35,No,No,1 vehicle,1995,All Perils,0
Mazda,Urban,Sep,Female,Single,29,Third Party,Sedan - Liability,Sport,more than 69000,1,more than 30,more than 30,1,6 years,31 to 35,No,No,1 vehicle,1995,Liability,0
Pontiac,Rural,Sep,Male,Married,57,Policy Holder,Sedan - Collision,Sedan,more than 69000,4,more than 30,more than 30,1,more than 7,51 to 65,No,No,1 vehicle,1995,Collision,0
Honda,Urban,Sep,Male,Single,24,Policy Holder,Sedan - All Perils,Sedan,20000 to 29000,1,more than 30,more than 30,1,5 years,26 to 30,No,No,1 vehicle,1995,All Perils,0
Chevrolet,Urban,Jan,Male,Married,32,Policy Holder,Sedan - All Perils,Sedan,20000 to 29000,3,more than 30,more than 30,none,6 years,31 to 35,No,No,1 vehicle,1995,All Perils,1
Pontiac,Urban,Sep,Male,Single,36,Third Party,Sedan - All Perils,Sedan,20000 to 29000,4,more than 30,more than 30,1,7 years,36 to 40,No,No,1 vehicle,1995,All Perils,0
Honda,Urban,Sep,Male,Married,33,Policy Holder,Sedan - Liability,Sport,20000 to 29000,1,more than 30,more than 30,none,7 years,31 to 35,No,No,1 vehicle,1995,Liability,0
Honda,Urban,Aug,Male,Single,32,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,3,more than 30,more than 30,2 to 4,5 years,31 to 35,No,No,1 vehicle,1995,Collision,0
Toyota,Urban,Aug,Female,Married,62,Policy Holder,Sedan - All Perils,Sedan,less than 20000,1,more than 30,more than 30,none,more than 7,51 to 65,No,No,1 vehicle,1995,All Perils,0
Pontiac,Urban,Jul,Male,Married,41,Policy Holder,Sedan - Liability,Sport,20000 to 29000,3,more than 30,more than 30,2 to 4,7 years,36 to 40,No,No,1 vehicle,1995,Liability,0
Toyota,Rural,Jul,Male,Single,31,Policy Holder,Sedan - All Perils,Sedan,20000 to 29000,4,more than 30,more than 30,none,6 years,31 to 35,No,No,1 vehicle,1995,All Perils,0
Toyota,Urban,Jan,Male,Married,42,Third Party,Sedan - All Perils,Sedan,20000 to 29000,3,more than 30,more than 30,none,6 years,36 to 40,No,No,1 vehicle,1995,All Perils,0
Pontiac,Urban,Jul,Male,Married,53,Policy Holder,Sedan - Liability,Sport,20000 to 29000,4,more than 30,more than 30,more than 4,more than 7,41 to 50,No,No,1 vehicle,1995,Liability,0
Pontiac,Urban,Aug,Male,Married,52,Policy Holder,Sedan - Liability,Sport,20000 to 29000,4,more than 30,more than 30,2 to 4,7 years,41 to 50,No,No,1 vehicle,1995,Liability,0
VW,Urban,Aug,Male,Single,30,Policy Holder,Sedan - Collision,Sedan,60000 to 69000,4,more than 30,more than 30,none,7 years,31 to 35,No,No,1 vehicle,1995,Collision,0
Chevrolet,Urban,Jul,Male,Married,58,Third Party,Sedan - All Perils,Sedan,20000 to 29000,4,more than 30,more than 30,1,more than 7,51 to 65,No,No,1 vehicle,1995,All Perils,0
Chevrolet,Urban,Jun,Male,Married,35,Third Party,Sedan - Collision,Sedan,20000 to 29000,4,more than 30,more than 30,none,7 years,31 to 35,No,No,1 vehicle,1995,Collision,0
Pontiac,Urban,Jun,Male,Single,33,Policy Holder,Sedan - Liability,Sport,20000 to 29000,2,more than 30,more than 30,2 to 4,6 years,31 to 35,No,No,1 vehicle,1995,Liability,0
Pontiac,Rural,Jun,Male,Married,65,Third Party,Sedan - All Perils,Sedan,20000 to 29000,1,more than 30,more than 30,2 to 4,7 years,51 to 65,No,No,1 vehicle,1995,All Perils,0
Honda,Urban,Jun,Male,Married,39,Policy Holder,Sedan - Liability,Sport,20000 to 29000,2,more than 30,more than 30,none,7 years,36 to 40,No,No,2 vehicles,1995,Liability,0
Mazda,Urban,Jan,Male,Married,53,Policy Holder,Sedan - Collision,Sedan,30000 to 39000,2,more than 30,more than 30,2 to 4,more than 7,41 to 50,No,No,1 vehicle,1995,Collision,1
Mazda,Urban,May,Male,Married,76,Policy Holder,Sedan - Liability,Sport,20000 to 29000,2,more than 30,more than 30,2 to 4,7 years,over 65,No,No,1 vehicle,1995,Liability,0
Honda,Urban,May,Male,Single,0,Policy Holder,Sedan - Liability,Sport,more than 69000,4,more than 30,more than 30,more than 4,new,16 to 17,No,No,1 vehicle,1995,Liability,0
Honda,Rural,May,Male,Married,38,Policy Holder,Sedan - Liability,Sport,30000 to 39000,2,more than 30,more than 30,2 to 4,7 years,36 to 40,No,No,1 vehicle,1995,Liability,0
Toyota,Urban,May,Female,Single,23,Third Party,Sedan - Liability,Sport,20000 to 29000,2,more than 30,more than 30,none,5 years,26 to 30,No,No,3 to 4,1995,Liability,0
Pontiac,Urban,May,Male,Married,47,Policy Holder,Sedan - Collision,Sedan,30000 to 39000,4,more than 30,more than 30,none,more than 7,41 to 50,No,No,1 vehicle,1995,Collision,0
Ford,Urban,Jan,Male,Married,50,Policy Holder,Sedan - All Perils,Sedan,less than 20000,2,more than 30,more than 30,2 to 4,more than 7,41 to 50,No,No,1 vehicle,1995,All Perils,1
Pontiac,Urban,Jan,Female,Married,33,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,4,more than 30,more than 30,more than 4,6 years,31 to 35,No,No,1 vehicle,1995,Collision,1
Pontiac,Urban,Apr,Male,Married,30,Policy Holder,Sedan - All Perils,Sedan,20000 to 29000,2,more than 30,more than 30,2 to 4,7 years,31 to 35,No,No,1 vehicle,1995,All Perils,0
Mazda,Urban,Apr,Male,Married,34,Policy Holder,Sedan - All Perils,Sedan,20000 to 29000,1,more than 30,more than 30,1,6 years,31 to 35,No,No,1 vehicle,1995,All Perils,0
Pontiac,Urban,Jun,Male,Married,49,Policy Holder,Sedan - Collision,Sedan,less than 20000,2,more than 30,more than 30,2 to 4,more than 7,41 to 50,No,No,1 vehicle,1995,Collision,0
Pontiac,Urban,Mar,Female,Married,26,Third Party,Sedan - Collision,Sedan,less than 20000,1,more than 30,more than 30,none,5 years,31 to 35,No,No,1 vehicle,1995,Collision,0
Pontiac,Urban,Mar,Male,Single,49,Policy Holder,Sedan - Liability,Sport,20000 to 29000,2,more than 30,more than 30,2 to 4,7 years,41 to 50,No,No,1 vehicle,1995,Liability,0
Toyota,Urban,Feb,Male,Married,33,Policy Holder,Sedan - Liability,Sport,30000 to 39000,1,more than 30,more than 30,2 to 4,6 years,31 to 35,No,No,1 vehicle,1995,Liability,0
Chevrolet,Urban,Feb,Male,Married,50,Policy Holder,Sedan - Liability,Sport,30000 to 39000,1,more than 30,more than 30,1,6 years,41 to 50,No,No,1 vehicle,1995,Liability,0
Toyota,Urban,Jan,Male,Single,24,Policy Holder,Sedan - Liability,Sport,20000 to 29000,1,more than 30,more than 30,1,5 years,26 to 30,No,No,1 vehicle,1995,Liability,0
Toyota,Urban,Nov,Female,Single,26,Policy Holder,Sedan - All Perils,Sedan,20000 to 29000,3,more than 30,more than 30,1,7 years,31 to 35,No,No,1 vehicle,1995,All Perils,0
Chevrolet,Urban,Nov,Female,Single,27,Third Party,Sedan - Liability,Sport,more than 69000,2,more than 30,more than 30,2 to 4,4 years,31 to 35,No,No,1 vehicle,1995,Liability,0
Mazda,Urban,Nov,Female,Single,31,Policy Holder,Sedan - Liability,Sport,20000 to 29000,4,more than 30,more than 30,2 to 4,6 years,31 to 35,No,No,1 vehicle,1995,Liability,0
Honda,Urban,Jul,Female,Married,37,Policy Holder,Sedan - Liability,Sport,20000 to 29000,3,more than 30,more than 30,2 to 4,7 years,36 to 40,No,No,1 vehicle,1995,Liability,0
Toyota,Urban,Jan,Male,Single,32,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,1,more than 30,more than 30,2 to 4,6 years,31 to 35,No,No,2 vehicles,1995,Collision,1
Mazda,Urban,Mar,Male,Single,21,Policy Holder,Sport - Collision,Sport,more than 69000,4,more than 30,more than 30,1,5 years,26 to 30,No,No,1 vehicle,1995,Collision,0
Toyota,Urban,Aug,Male,Married,45,Policy Holder,Sedan - All Perils,Sedan,20000 to 29000,4,more than 30,more than 30,none,7 years,36 to 40,No,No,1 vehicle,1995,All Perils,0
Toyota,Urban,Oct,Male,Married,52,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,3,more than 30,more than 30,2 to 4,7 years,41 to 50,No,No,1 vehicle,1995,Collision,0
Mazda,Rural,Jan,Male,Single,39,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,1,more than 30,more than 30,2 to 4,more than 7,36 to 40,No,No,1 vehicle,1995,Collision,0
Chevrolet,Urban,Jan,Male,Married,44,Policy Holder,Sedan - All Perils,Sedan,30000 to 39000,3,more than 30,more than 30,2 to 4,7 years,36 to 40,No,No,1 vehicle,1995,All Perils,1
Pontiac,Urban,Oct,Male,Single,32,Policy Holder,Sedan - Liability,Sport,20000 to 29000,3,more than 30,more than 30,2 to 4,7 years,31 to 35,No,No,1 vehicle,1995,Liability,0
Honda,Rural,Jun,Male,Married,64,Policy Holder,Sedan - All Perils,Sedan,less than 20000,4,more than 30,more than 30,1,7 years,51 to 65,No,No,1 vehicle,1995,All Perils,0
Pontiac,Urban,Jan,Female,Married,35,Third Party,Sedan - Liability,Sport,20000 to 29000,4,more than 30,more than 30,2 to 4,6 years,31 to 35,No,No,1 vehicle,1995,Liability,0
Honda,Rural,Feb,Male,Single,36,Policy Holder,Sedan - Liability,Sport,30000 to 39000,2,more than 30,more than 30,none,7 years,36 to 40,No,No,1 vehicle,1995,Liability,0
Pontiac,Urban,Jan,Male,Single,44,Policy Holder,Sedan - All Perils,Sedan,20000 to 29000,4,more than 30,more than 30,2 to 4,7 years,36 to 40,No,No,1 vehicle,1995,All Perils,1
Honda,Urban,Aug,Male,Single,28,Third Party,Sedan - Collision,Sedan,20000 to 29000,2,more than 30,more than 30,1,6 years,31 to 35,No,No,1 vehicle,1995,Collision,0
Toyota,Urban,Dec,Male,Married,65,Policy Holder,Sedan - Collision,Sedan,more than 69000,4,more than 30,more than 30,2 to 4,more than 7,51 to 65,No,No,1 vehicle,1995,Collision,0
Mazda,Urban,Aug,Male,Married,58,Policy Holder,Sedan - All Perils,Sedan,30000 to 39000,4,more than 30,more than 30,none,more than 7,51 to 65,No,No,1 vehicle,1995,All Perils,0
Mazda,Urban,Nov,Male,Married,44,Third Party,Sedan - All Perils,Sedan,20000 to 29000,3,more than 30,more than 30,1,more than 7,36 to 40,No,No,1 vehicle,1995,All Perils,0
Toyota,Urban,Nov,Male,Single,29,Policy Holder,Sedan - Liability,Sport,30000 to 39000,4,more than 30,more than 30,more than 4,6 years,31 to 35,No,No,1 vehicle,1995,Liability,0
Chevrolet,Urban,Mar,Male,Married,28,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,1,more than 30,more than 30,2 to 4,6 years,31 to 35,No,No,1 vehicle,1995,Collision,0
Mazda,Urban,Feb,Male,Married,35,Policy Holder,Sedan - All Perils,Sedan,20000 to 29000,1,more than 30,more than 30,1,7 years,31 to 35,No,No,1 vehicle,1995,All Perils,1
Pontiac,Urban,Feb,Male,Married,37,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,2,more than 30,more than 30,1,6 years,36 to 40,No,No,1 vehicle,1995,Collision,0
Honda,Urban,Jan,Male,Widow,37,Third Party,Sedan - Collision,Sedan,20000 to 29000,1,more than 30,more than 30,2 to 4,7 years,36 to 40,No,No,1 vehicle,1995,Collision,0
Mazda,Urban,Feb,Male,Married,30,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,3,more than 30,more than 30,none,7 years,31 to 35,No,No,1 vehicle,1995,Collision,0
Mazda,Urban,Mar,Female,Single,29,Third Party,Sedan - Collision,Sedan,20000 to 29000,1,more than 30,more than 30,none,6 years,31 to 35,No,No,2 vehicles,1995,Collision,0
Ford,Urban,Feb,Male,Married,58,Policy Holder,Sedan - Liability,Sport,60000 to 69000,3,more than 30,more than 30,2 to 4,more than 7,51 to 65,No,No,1 vehicle,1995,Liability,0
Honda,Urban,Apr,Male,Single,0,Policy Holder,Sedan - Liability,Sport,more than 69000,4,more than 30,more than 30,2 to 4,new,16 to 17,No,No,1 vehicle,1995,Liability,0
Pontiac,Urban,Jul,Male,Married,28,Policy Holder,Sedan - Liability,Sport,20000 to 29000,3,more than 30,more than 30,more than 4,6 years,31 to 35,No,No,1 vehicle,1995,Liability,0
Toyota,Urban,Sep,Male,Married,41,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,3,more than 30,more than 30,1,more than 7,36 to 40,No,No,3 to 4,1995,Collision,0
Mazda,Urban,Jan,Male,Married,35,Policy Holder,Sedan - All Perils,Sedan,20000 to 29000,2,more than 30,more than 30,2 to 4,6 years,31 to 35,No,No,1 vehicle,1995,All Perils,1
Honda,Urban,Aug,Male,Married,51,Policy Holder,Sedan - Liability,Sport,20000 to 29000,2,more than 30,more than 30,1,7 years,41 to 50,No,No,1 vehicle,1995,Liability,0
Toyota,Urban,Aug,Male,Married,70,Policy Holder,Sedan - All Perils,Sedan,20000 to 29000,1,more than 30,more than 30,none,more than 7,over 65,No,No,1 vehicle,1995,All Perils,0
Mazda,Urban,Oct,Male,Single,23,Policy Holder,Sedan - Liability,Sport,20000 to 29000,2,more than 30,more than 30,2 to 4,5 years,26 to 30,No,No,1 vehicle,1995,Liability,0
Ford,Urban,Nov,Male,Married,52,Policy Holder,Sedan - All Perils,Sedan,20000 to 29000,3,more than 30,more than 30,1,more than 7,41 to 50,No,No,1 vehicle,1995,All Perils,0
Toyota,Urban,May,Male,Married,30,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,1,more than 30,more than 30,1,6 years,31 to 35,No,No,1 vehicle,1995,Collision,0
Chevrolet,Urban,Oct,Male,Married,42,Policy Holder,Sedan - All Perils,Sedan,more than 69000,4,more than 30,more than 30,1,6 years,36 to 40,No,No,1 vehicle,1995,All Perils,0
Honda,Urban,Mar,Female,Single,32,Policy Holder,Sedan - All Perils,Sedan,20000 to 29000,2,more than 30,more than 30,1,5 years,31 to 35,No,No,1 vehicle,1995,All Perils,0
Pontiac,Urban,Apr,Female,Single,77,Third Party,Sedan - All Perils,Sedan,20000 to 29000,1,more than 30,more than 30,2 to 4,more than 7,over 65,No,No,1 vehicle,1995,All Perils,0
Honda,Urban,Mar,Male,Single,34,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,1,more than 30,more than 30,none,6 years,31 to 35,No,No,1 vehicle,1995,Collision,0
Pontiac,Urban,May,Female,Single,39,Policy Holder,Sedan - All Perils,Sedan,less than 20000,4,more than 30,more than 30,2 to 4,7 years,36 to 40,No,No,1 vehicle,1995,All Perils,0
Chevrolet,Urban,Apr,Male,Single,49,Third Party,Sedan - Liability,Sport,40000 to 59000,1,more than 30,more than 30,2 to 4,7 years,41 to 50,No,No,1 vehicle,1995,Liability,0
Toyota,Urban,Apr,Male,Married,31,Policy Holder,Sedan - All Perils,Sedan,20000 to 29000,4,more than 30,more than 30,none,6 years,31 to 35,No,No,1 vehicle,1995,All Perils,0
Honda,Urban,Jul,Male,Single,44,Third Party,Sedan - Collision,Sedan,more than 69000,2,more than 30,more than 30,none,6 years,36 to 40,No,No,1 vehicle,1995,Collision,0
Honda,Urban,Aug,Female,Single,29,Third Party,Sport - Collision,Sport,more than 69000,1,none,more than 30,none,6 years,31 to 35,No,No,1 vehicle,1995,Collision,0
Honda,Urban,Sep,Male,Married,32,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,4,more than 30,more than 30,2 to 4,6 years,31 to 35,No,No,1 vehicle,1995,Collision,0
Toyota,Urban,Aug,Female,Single,29,Policy Holder,Sedan - Liability,Sport,20000 to 29000,2,more than 30,more than 30,more than 4,6 years,31 to 35,No,No,2 vehicles,1995,Liability,0
Pontiac,Rural,Aug,Female,Single,32,Policy Holder,Sedan - All Perils,Sedan,20000 to 29000,3,more than 30,more than 30,1,6 years,31 to 35,No,No,1 vehicle,1995,All Perils,0
Toyota,Urban,Jan,Male,Married,43,Third Party,Sedan - All Perils,Sedan,30000 to 39000,3,more than 30,more than 30,2 to 4,7 years,36 to 40,No,No,1 vehicle,1995,All Perils,0
Mazda,Urban,Nov,Male,Single,27,Policy Holder,Sedan - Liability,Sport,30000 to 39000,3,more than 30,more than 30,2 to 4,6 years,31 to 35,No,No,1 vehicle,1995,Liability,0
VW,Urban,Nov,Male,Married,44,Policy Holder,Sedan - Liability,Sport,40000 to 59000,3,more than 30,more than 30,more than 4,7 years,36 to 40,No,No,1 vehicle,1995,Liability,0
Mazda,Urban,Oct,Male,Married,59,Policy Holder,Sedan - Liability,Sport,20000 to 29000,1,more than 30,more than 30,2 to 4,more than 7,51 to 65,No,No,1 vehicle,1995,Liability,0
