Month,MonthClaimed,Sex,Fault,PolicyType,PolicyNumber,Deductible,AddressChange_Claim,BasePolicy,FraudFound_P
Nov,Dec,Male,Policy Holder,Sedan - Collision,9664,400,no change,Collision,0
Oct,Oct,Male,Policy Holder,Sedan - All Perils,9665,400,no change,All Perils,0
Oct,Oct,Male,Policy Holder,Sedan - Liability,9666,400,no change,Liability,0
Sep,Sep,Male,Policy Holder,Sedan - Collision,9667,400,no change,Collision,0
Sep,Sep,Female,Policy Holder,Sedan - Collision,9668,400,no change,Collision,0
Aug,Sep,Female,Third Party,Sedan - Collision,9669,400,no change,Collision,0
Jan,Jan,Male,Policy Holder,Sport - Collision,9670,400,no change,Collision,1
Mar,Apr,Male,Policy Holder,Sedan - Collision,9671,400,no change,Collision,0
Dec,Dec,Female,Policy Holder,Sedan - Liability,9672,400,no change,Liability,0
Jan,Feb,Female,Third Party,Sedan - Collision,9673,400,no change,Collision,0
Nov,Dec,Male,Third Party,Sport - Collision,9674,400,no change,Collision,0
Oct,Oct,Male,Policy Holder,Sedan - Collision,9675,400,no change,Collision,0
Sep,Sep,Male,Policy Holder,Sedan - Collision,9676,400,no change,Collision,0
Aug,Aug,Male,Third Party,Sedan - Liability,9677,400,no change,Liability,0
Jul,Jul,Male,Third Party,Sedan - Liability,9678,400,no change,Liability,0
Jun,Jun,Male,Policy Holder,Utility - All Perils,9679,400,no change,All Perils,0
May,May,Male,Policy Holder,Sedan - Collision,9680,400,no change,Collision,0
Jan,Jan,Female,Third Party,Sedan - All Perils,9681,400,no change,All Perils,0
Dec,Jan,Male,Third Party,Sedan - Collision,9682,400,4 to 8 years,Collision,0
Nov,Nov,Male,Third Party,Sedan - All Perils,9683,400,no change,All Perils,0
Sep,Oct,Male,Third Party,Sedan - All Perils,9684,400,no change,All Perils,0
Sep,Sep,Male,Policy Holder,Sedan - Collision,9685,400,no change,Collision,0
Jan,Feb,Male,Third Party,Sedan - All Perils,9686,400,no change,All Perils,0
Jul,Jul,Male,Policy Holder,Sedan - All Perils,9687,400,no change,All Perils,0
Apr,Apr,Male,Third Party,Sedan - All Perils,9688,400,no change,All Perils,0
Apr,Apr,Male,Policy Holder,Sedan - Liability,9689,400,no change,Liability,0
Jan,Jan,Male,Third Party,Sedan - Collision,9690,400,no change,Collision,0
Dec,Dec,Male,Third Party,Sedan - Collision,9691,300,2 to 3 years,Collision,1
Dec,Dec,Male,Policy Holder,Sedan - Collision,9692,400,no change,Collision,0
Nov,Nov,Female,Policy Holder,Sedan - Collision,9693,400,no change,Collision,0
Oct,Nov,Male,Policy Holder,Sedan - Collision,9694,400,no change,Collision,0
Sep,Sep,Male,Policy Holder,Sedan - Collision,9695,400,no change,Collision,0
Aug,Sep,Male,Policy Holder,Sedan - Collision,9696,400,no change,Collision,0
Jul,Dec,Male,Policy Holder,Sedan - Collision,9697,400,no change,Collision,0
Jul,Jul,Male,Policy Holder,Sedan - Liability,9698,400,no change,Liability,0
Jul,Jul,Male,Policy Holder,Sedan - Collision,9699,400,no change,Collision,0
Jun,Jun,Male,Policy Holder,Sedan - Liability,9700,400,no change,Liability,0
Jun,Jun,Male,Third Party,Sedan - Liability,9701,400,no change,Liability,0
May,May,Male,Policy Holder,Sedan - Collision,9702,400,no change,Collision,0
Mar,Mar,Male,Third Party,Sedan - Liability,9703,400,4 to 8 years,Liability,0
Aug,Aug,Male,Policy Holder,Sedan - Liability,9704,700,no change,Liability,0
Jun,Jun,Female,Policy Holder,Sedan - Collision,9705,400,no change,Collision,0
Jun,Jun,Male,Third Party,Sport - Collision,9706,400,no change,Collision,0
May,May,Male,Policy Holder,Sedan - Collision,9707,400,no change,Collision,0
Aug,Aug,Male,Policy Holder,Sedan - Liability,9708,400,no change,Liability,0
Jan,Jan,Male,Policy Holder,Sedan - All Perils,9709,400,no change,All Perils,0
Dec,Dec,Male,Policy Holder,Sedan - Collision,9710,400,no change,Collision,0
Mar,Apr,Male,Policy Holder,Sedan - Liability,9711,400,no change,Liability,0
Apr,Apr,Female,Policy Holder,Sedan - All Perils,9712,400,no change,All Perils,0
Apr,May,Male,Policy Holder,Sedan - Liability,9713,400,no change,Liability,0
Jan,Jan,Male,Third Party,Sedan - Collision,9714,400,no change,Collision,0
Oct,Oct,Male,Policy Holder,Sedan - Collision,9715,400,no change,Collision,0
Oct,Oct,Male,Policy Holder,Sedan - Collision,9716,400,no change,Collision,0
Oct,Oct,Male,Policy Holder,Sedan - Liability,9717,400,no change,Liability,0
Dec,Dec,Male,Policy Holder,Sedan - Collision,9718,400,no change,Collision,0
Jan,Feb,Male,Policy Holder,Sport - Collision,9719,400,no change,Collision,0
Apr,Apr,Female,Policy Holder,Sedan - All Perils,9720,400,no change,All Perils,0
Apr,Apr,Female,Policy Holder,Sedan - Liability,9721,400,no change,Liability,0
Jun,Jul,Male,Third Party,Sedan - Liability,9722,400,no change,Liability,0
Jan,Feb,Male,Third Party,Sedan - All Perils,9723,400,no change,All Perils,0
Jul,Jul,Female,Policy Holder,Sedan - Collision,9724,400,4 to 8 years,Collision,0
Aug,Sep,Male,Policy Holder,Sedan - Collision,9725,400,no change,Collision,0
Oct,Nov,Male,Third Party,Sedan - All Perils,9726,400,no change,All Perils,0
Dec,Dec,Male,Policy Holder,Sedan - Collision,9727,400,no change,Collision,0
Dec,Dec,Male,Third Party,Sedan - All Perils,9728,400,no change,All Perils,0
Dec,Dec,Male,Third Party,Sedan - All Perils,9729,400,no change,All Perils,0
Dec,Dec,Male,Policy Holder,Sedan - Collision,9730,400,no change,Collision,0
Dec,Dec,Male,Policy Holder,Sedan - Collision,9731,400,no change,Collision,0
Nov,Dec,Male,Third Party,Sedan - All Perils,9732,400,no change,All Perils,0
Oct,Oct,Male,Policy Holder,Sedan - Liability,9733,400,no change,Liability,0
Oct,Nov,Male,Policy Holder,Sedan - Collision,9734,400,no change,Collision,0
Aug,Dec,Male,Policy Holder,Sedan - Liability,9735,400,no change,Liability,0
Aug,Sep,Male,Third Party,Sedan - Collision,9736,400,no change,Collision,0
Aug,Aug,Male,Policy Holder,Sedan - Collision,9737,400,no change,Collision,0
Jul,Jul,Male,Policy Holder,Sedan - Liability,9738,400,1 year,Liability,0
Jul,Jul,Male,Policy Holder,Sedan - Collision,9739,400,no change,Collision,0
Jun,Jul,Male,Policy Holder,Sedan - Liability,9740,400,no change,Liability,0
Apr,Apr,Male,Policy Holder,Sedan - Collision,9741,400,no change,Collision,0
Apr,Apr,Male,Policy Holder,Sedan - Liability,9742,500,2 to 3 years,Liability,0
Dec,Dec,Male,Policy Holder,Sedan - Liability,9743,400,no change,Liability,0
Nov,Dec,Male,Policy Holder,Sport - Collision,9744,400,no change,Collision,0
Nov,Nov,Male,Policy Holder,Sedan - All Perils,9745,400,4 to 8 years,All Perils,0
Nov,Nov,Male,Third Party,Sedan - Collision,9746,400,no change,Collision,0
Aug,Sep,Male,Policy Holder,Sedan - Liability,9747,400,no change,Liability,0
Jan,Feb,Male,Third Party,Sedan - Collision,9748,400,no change,Collision,0
Jun,Jun,Male,Policy Holder,Sedan - Collision,9749,400,no change,Collision,0
Jun,Jul,Male,Policy Holder,Sedan - All Perils,9750,400,no change,All Perils,0
Jun,Jun,Male,Third Party,Sedan - Collision,9751,400,no change,Collision,0
May,May,Male,Policy Holder,Sedan - Liability,9752,400,no change,Liability,0
Apr,Apr,Male,Third Party,Sedan - All Perils,9753,400,no change,All Perils,0
Apr,Apr,Male,Policy Holder,Sedan - Liability,9754,400,no change,Liability,0
Feb,Mar,Male,Policy Holder,Sedan - Collision,9755,400,no change,Collision,0
Feb,Feb,Male,Policy Holder,Sedan - Collision,9756,400,no change,Collision,0
Feb,Mar,Female,Policy Holder,Sedan - All Perils,9757,400,no change,All Perils,0
Nov,Mar,Male,Policy Holder,Sedan - Collision,9758,400,no change,Collision,0
Feb,Feb,Male,Policy Holder,Sedan - Liability,9759,400,no change,Liability,0
Sep,Sep,Male,Policy Holder,Sedan - Liability,9760,400,no change,Liability,0
Feb,Feb,Male,Policy Holder,Sedan - All Perils,9761,400,no change,All Perils,0
Jan,Jul,Male,Third Party,Sedan - Collision,9762,400,no change,Collision,0
Mar,Mar,Male,Policy Holder,Sedan - Liability,9763,400,no change,Liability,0
May,May,Male,Policy Holder,Sedan - Liability,9764,400,no change,Liability,0
May,May,Male,Third Party,Sedan - Liability,9765,400,no change,Liability,0
May,May,Male,Policy Holder,Sedan - Collision,9766,700,4 to 8 years,Collision,0
May,Jun,Male,Third Party,Sedan - Liability,9767,400,no change,Liability,0
Jun,Jun,Female,Third Party,Sedan - Collision,9768,400,no change,Collision,0
Sep,Sep,Male,Third Party,Sedan - Liability,9769,400,no change,Liability,0
Sep,Sep,Male,Policy Holder,Sedan - All Perils,9770,400,no change,All Perils,0
Sep,Sep,Male,Third Party,Sedan - Collision,9771,400,no change,Collision,0
Sep,Oct,Male,Policy Holder,Sedan - Liability,9772,400,no change,Liability,0
Sep,Oct,Male,Policy Holder,Sedan - Collision,9773,400,no change,Collision,0
Apr,May,Male,Policy Holder,Sedan - Collision,9774,400,no change,Collision,0
Apr,Apr,Male,Third Party,Sedan - Liability,9775,400,no change,Liability,0
Apr,May,Male,Policy Holder,Sedan - Liability,9776,400,no change,Liability,0
Sep,Sep,Male,Policy Holder,Sedan - Liability,9777,400,no change,Liability,0
Sep,Sep,Female,Policy Holder,Sedan - Collision,9778,400,no change,Collision,0
Sep,Sep,Male,Policy Holder,Utility - All Perils,9779,400,no change,All Perils,0
Dec,Dec,Male,Policy Holder,Sedan - Liability,9780,400,no change,Liability,0
Oct,Oct,Male,Third Party,Sedan - All Perils,9781,400,no change,All Perils,0
Feb,Feb,Male,Third Party,Sedan - All Perils,9782,400,no change,All Perils,0
Mar,Mar,Male,Third Party,Sedan - All Perils,9783,400,no change,All Perils,0
Jul,Aug,Male,Policy Holder,Sedan - All Perils,9784,400,no change,All Perils,0
Jul,Jul,Male,Policy Holder,Sedan - All Perils,9785,400,no change,All Perils,0
Nov,Nov,Male,Third Party,Sedan - All Perils,9786,400,no change,All Perils,0
Nov,Nov,Male,Policy Holder,Sedan - Collision,9787,400,4 to 8 years,Collision,0
Dec,Dec,Female,Policy Holder,Sedan - Collision,9788,400,no change,Collision,0
Nov,Dec,Male,Policy Holder,Sedan - All Perils,9789,400,no change,All Perils,0
Apr,May,Male,Third Party,Sedan - All Perils,9790,400,no change,All Perils,0
Oct,Oct,Male,Policy Holder,Sedan - Collision,9791,400,no change,Collision,0
Nov,Dec,Male,Policy Holder,Sedan - Collision,9792,400,no change,Collision,0
Oct,Oct,Male,Policy Holder,Sedan - Liability,9793,400,2 to 3 years,Liability,0
Oct,Nov,Male,Policy Holder,Sedan - Liability,9794,400,no change,Liability,0
Dec,Dec,Male,Policy Holder,Sedan - Liability,9795,400,no change,Liability,0
Dec,Dec,Female,Third Party,Sedan - Collision,9796,400,no change,Collision,0
Sep,Oct,Male,Policy Holder,Sedan - Collision,9797,700,no change,Collision,0
Sep,Oct,Male,Policy Holder,Sedan - Liability,9798,400,no change,Liability,0
Jan,Jan,Female,Policy Holder,Sedan - Liability,9799,400,no change,Liability,0
Jul,Jul,Male,Policy Holder,Sedan - Liability,9800,400,no change,Liability,0
Dec,Dec,Male,Third Party,Sedan - Collision,9801,400,no change,Collision,0
Feb,Feb,Male,Third Party,Sedan - All Perils,9802,400,no change,All Perils,0
Sep,Sep,Male,Policy Holder,Sedan - Liability,9803,400,no change,Liability,0
Jul,Oct,Male,Policy Holder,Sedan - All Perils,9804,400,no change,All Perils,0
Dec,Dec,Male,Policy Holder,Sedan - All Perils,9805,400,no change,All Perils,0
Dec,Dec,Male,Policy Holder,Sedan - Collision,9806,400,no change,Collision,0
Dec,Dec,Female,Third Party,Sedan - All Perils,9807,400,no change,All Perils,0
Dec,Dec,Male,Policy Holder,Sedan - All Perils,9808,400,4 to 8 years,All Perils,0
Feb,Feb,Male,Policy Holder,Sedan - All Perils,9809,400,no change,All Perils,1
Nov,Nov,Female,Policy Holder,Sedan - Liability,9810,400,no change,Liability,0
Feb,Feb,Male,Policy Holder,Sedan - Collision,9811,400,no change,Collision,0
Dec,Dec,Female,Third Party,Sedan - All Perils,9812,400,no change,All Perils,0
Jul,Aug,Male,Policy Holder,Sedan - Liability,9813,400,no change,Liability,0
Feb,Feb,Male,Policy Holder,Sedan - Collision,9814,400,no change,Collision,1
Feb,Apr,Male,Policy Holder,Utility - All Perils,9815,400,no change,All Perils,0
Jul,Aug,Female,Third Party,Sedan - All Perils,9816,400,no change,All Perils,0
May,May,Male,Third Party,Sedan - Liability,9817,400,no change,Liability,0
May,May,Male,Policy Holder,Sedan - Collision,9818,400,no change,Collision,0
Jan,Apr,Female,Policy Holder,Sedan - Liability,9819,400,no change,Liability,0
Feb,Feb,Male,Third Party,Sedan - Collision,9820,400,no change,Collision,0
Mar,Mar,Male,Policy Holder,Sedan - Liability,9821,400,no change,Liability,0
Dec,Dec,Male,Policy Holder,Sedan - Collision,9822,400,no change,Collision,0
Nov,Nov,Male,Third Party,Sedan - Liability,9823,400,no change,Liability,0
Sep,Sep,Male,Policy Holder,Sedan - Collision,9824,400,no change,Collision,0
Sep,Sep,Male,Policy Holder,Sedan - Collision,9825,400,no change,Collision,0
Sep,Sep,Male,Policy Holder,Sedan - Liability,9826,400,no change,Liability,0
Dec,Dec,Male,Policy Holder,Sedan - Liability,9827,400,no change,Liability,0
Dec,Dec,Female,Policy Holder,Sedan - Liability,9828,700,no change,Liability,0
Nov,Nov,Male,Policy Holder,Sedan - Liability,9829,400,1 year,Liability,0
Oct,Apr,Male,Policy Holder,Sedan - All Perils,9830,400,no change,All Perils,0
Feb,Feb,Male,Third Party,Sedan - Collision,9831,400,no change,Collision,0
Aug,Aug,Male,Policy Holder,Utility - All Perils,9832,400,no change,All Perils,0
Aug,Aug,Male,Policy Holder,Sedan - Liability,9833,400,no change,Liability,0
Jul,Jul,Male,Third Party,Sedan - Collision,9834,400,no change,Collision,0
May,May,Male,Policy Holder,Sedan - Collision,9835,400,no change,Collision,0
May,May,Male,Policy Holder,Sedan - Liability,9836,400,no change,Liability,0
Apr,Apr,Male,Policy Holder,Sedan - All Perils,9837,400,no change,All Perils,0
Apr,May,Female,Third Party,Sedan - All Perils,9838,400,no change,All Perils,0
Apr,May,Female,Policy Holder,Sedan - Liability,9839,400,no change,Liability,0
Sep,Sep,Male,Policy Holder,Sedan - Collision,9840,400,no change,Collision,0
Sep,Sep,Male,Policy Holder,Sedan - Liability,9841,400,no change,Liability,0
Feb,Feb,Male,Policy Holder,Sport - Collision,9842,400,no change,Collision,1
Sep,Sep,Male,Policy Holder,Sedan - Liability,9843,400,no change,Liability,0
Mar,Apr,Male,Policy Holder,Sedan - All Perils,9844,500,2 to 3 years,All Perils,0
Apr,Apr,Male,Third Party,Sedan - All Perils,9845,400,no change,All Perils,0
Jun,Sep,Male,Policy Holder,Sedan - All Perils,9846,400,no change,All Perils,0
Jun,Jun,Male,Policy Holder,Sedan - Collision,9847,400,no change,Collision,0
Aug,Aug,Male,Policy Holder,Sedan - All Perils,9848,400,no change,All Perils,0
Feb,Feb,Male,Third Party,Sedan - Collision,9849,400,no change,Collision,0
Feb,Apr,Male,Policy Holder,Sedan - Collision,9850,400,4 to 8 years,Collision,1
Aug,Aug,Male,Policy Holder,Sedan - Collision,9851,400,no change,Collision,0
Sep,Sep,Male,Policy Holder,Sedan - Liability,9852,400,no change,Liability,0
Nov,Nov,Male,Policy Holder,Sedan - Collision,9853,400,no change,Collision,0
Feb,Feb,Male,Third Party,Sedan - Liability,9854,400,no change,Liability,0
Dec,Jan,Male,Third Party,Sedan - All Perils,9855,400,no change,All Perils,0
Dec,Dec,Male,Policy Holder,Sedan - Liability,9856,400,no change,Liability,0
Dec,Dec,Male,Policy Holder,Sedan - All Perils,9857,400,no change,All Perils,0
Apr,May,Male,Policy Holder,Sedan - All Perils,9858,400,no change,All Perils,0
Apr,May,Male,Policy Holder,Sedan - Collision,9859,700,no change,Collision,0
Feb,Feb,Female,Third Party,Sedan - All Perils,9860,400,no change,All Perils,0
May,May,Male,Policy Holder,Sedan - All Perils,9861,400,no change,All Perils,0
May,May,Male,Policy Holder,Sedan - Collision,9862,400,no change,Collision,0
Jun,Jun,Female,Policy Holder,Sedan - All Perils,9863,400,no change,All Perils,0
Aug,Aug,Male,Third Party,Sedan - Liability,9864,400,no change,Liability,0
Sep,Sep,Male,Policy Holder,Sedan - Collision,9865,400,no change,Collision,0
Oct,Oct,Male,Third Party,Utility - All Perils,9866,400,no change,All Perils,0
Feb,Feb,Male,Policy Holder,Sedan - All Perils,9867,400,no change,All Perils,1
Dec,Dec,Male,Third Party,Sedan - Collision,9868,400,no change,Collision,0
Dec,Dec,Male,Policy Holder,Sedan - Collision,9869,400,no change,Collision,0
Dec,Dec,Male,Third Party,Sedan - Collision,9870,400,no change,Collision,0
Nov,Nov,Male,Policy Holder,Sedan - Collision,9871,400,4 to 8 years,Collision,0
Oct,Oct,Male,Policy Holder,Sedan - Collision,9872,400,no change,Collision,0
Feb,Feb,Male,Policy Holder,Sedan - Collision,9873,400,no change,Collision,1
Feb,Feb,Female,Policy Holder,Sedan - Collision,9874,400,no change,Collision,1
Sep,Sep,Female,Policy Holder,Sedan - Liability,9875,400,no change,Liability,0
Sep,Sep,Male,Third Party,Sedan - Liability,9876,400,no change,Liability,0
Sep,Sep,Male,Policy Holder,Utility - All Perils,9877,400,no change,All Perils,0
Sep,Sep,Male,Policy Holder,Sedan - All Perils,9878,400,no change,All Perils,0
May,May,Male,Third Party,Sedan - Collision,9879,400,no change,Collision,0
Feb,Feb,Male,Policy Holder,Sedan - Collision,9880,400,no change,Collision,1
May,May,Male,Policy Holder,Sedan - Liability,9881,400,no change,Liability,0
May,May,Male,Policy Holder,Sedan - Collision,9882,400,no change,Collision,0
May,May,Male,Policy Holder,Utility - All Perils,9883,400,no change,All Perils,0
May,May,Male,Policy Holder,Sedan - Liability,9884,400,no change,Liability,0
Dec,Jan,Male,Third Party,Sedan - Collision,9885,400,no change,Collision,0
Dec,Jan,Male,Third Party,Sedan - All Perils,9886,400,no change,All Perils,0
Dec,Jan,Male,Policy Holder,Sedan - Collision,9887,400,no change,Collision,0
Dec,Dec,Male,Policy Holder,Sedan - Liability,9888,400,no change,Liability,0
Dec,Dec,Male,Policy Holder,Utility - All Perils,9889,400,no change,All Perils,0
Nov,Nov,Male,Third Party,Sedan - Collision,9890,400,no change,Collision,0
Nov,Nov,Male,Third Party,Sedan - Collision,9891,400,no change,Collision,0
Oct,Nov,Female,Third Party,Sedan - Liability,9892,400,4 to 8 years,Liability,0
Oct,Oct,Male,Policy Holder,Sedan - Liability,9893,400,no change,Liability,0
Sep,Sep,Male,Third Party,Sedan - Collision,9894,400,no change,Collision,0
Sep,Sep,Male,Policy Holder,Sedan - Liability,9895,500,2 to 3 years,Liability,0
Sep,Sep,Male,Policy Holder,Sedan - All Perils,9896,400,no change,All Perils,0
Aug,Aug,Female,Policy Holder,Sedan - All Perils,9897,400,no change,All Perils,0
Aug,Oct,Female,Policy Holder,Sedan - Collision,9898,400,no change,Collision,0
Jul,Aug,Male,Policy Holder,Sedan - Collision,9899,400,no change,Collision,0
Jul,Aug,Male,Third Party,Sedan - Liability,9900,400,no change,Liability,0
May,May,Male,Policy Holder,Sedan - Liability,9901,400,no change,Liability,0
May,May,Male,Policy Holder,Sedan - Liability,9902,400,no change,Liability,0
Apr,Apr,Male,Policy Holder,Sedan - Liability,9903,400,no change,Liability,0
Mar,Apr,Male,Policy Holder,Sedan - Collision,9904,400,no change,Collision,0
Mar,Mar,Male,Policy Holder,Sedan - All Perils,9905,400,no change,All Perils,0
